"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411365","3.3.3.4","51","E","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411365","3.3.3.4","","F","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411365","3.3.3.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","58.6","","","","1"
"2021-10","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","57.8","","","","1"
"2022-01","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","59.3","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","48.3","","","","1"
"2022-07","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","62.8","","","","1"
"2022-10","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","61.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411389","4.2.1.4","39","","","","0"
"2021-10","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411389","4.2.1.4","38","","","","0"
"2022-01","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411389","4.2.1.4","40","","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411389","4.2.1.4","33","","","","0"
"2022-07","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411389","4.2.1.4","43","","","","0"
"2022-10","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411389","4.2.1.4","43","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","29.3","","","","1"
"2021-10","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","28.2","","","","1"
"2022-01","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","31.9","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","40.9","","","","1"
"2022-07","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","26.3","","","","1"
"2022-10","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","28.9","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411395","4.2.2.4","","F","","","0"
"2021-10","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411395","4.2.2.4","","F","","","0"
"2022-01","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411395","4.2.2.4","21","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411395","4.2.2.4","28","E","","","0"
"2022-07","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411395","4.2.2.4","","F","","","0"
"2022-10","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411395","4.2.2.4","20","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","12.1","","","","1"
"2021-10","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","14.1","","","","1"
"2022-01","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","8.7","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","10.8","","","","1"
"2022-07","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","10.9","","","","1"
"2022-10","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","10.0","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411401","4.2.3.4","","F","","","0"
"2021-10","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411401","4.2.3.4","","F","","","0"
"2022-01","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411401","4.2.3.4","","F","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411401","4.2.3.4","","F","","","0"
"2022-07","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411401","4.2.3.4","","F","","","0"
"2022-10","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411401","4.2.3.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","49.0","","","","1"
"2021-10","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","51.8","","","","1"
"2022-01","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","49.1","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","46.3","","","","1"
"2022-07","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","54.1","","","","1"
"2022-10","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","55.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411407","4.3.1.4","33","","","","0"
"2021-10","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411407","4.3.1.4","36","","","","0"
"2022-01","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411407","4.3.1.4","34","","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411407","4.3.1.4","33","","","","0"
"2022-07","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411407","4.3.1.4","39","","","","0"
"2022-10","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411407","4.3.1.4","39","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","29.3","","","","1"
"2021-10","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","35.2","","","","1"
"2022-01","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","31.5","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","36.2","","","","1"
"2022-07","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","35.1","","","","1"
"2022-10","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","33.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411413","4.3.2.4","20","E","","","0"
"2021-10","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411413","4.3.2.4","25","","","","0"
"2022-01","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411413","4.3.2.4","22","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411413","4.3.2.4","26","E","","","0"
"2022-07","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411413","4.3.2.4","25","E","","","0"
"2022-10","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411413","4.3.2.4","23","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","21.6","","","","1"
"2021-10","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","13.0","","","","1"
"2022-01","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","19.4","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","17.6","","","","1"
"2022-07","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","10.8","","","","1"
"2022-10","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","11.7","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411419","4.3.3.4","","F","","","0"
"2021-10","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411419","4.3.3.4","","F","","","0"
"2022-01","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411419","4.3.3.4","","F","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411419","4.3.3.4","","F","","","0"
"2022-07","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411419","4.3.3.4","","F","","","0"
"2022-10","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411419","4.3.3.4","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","49.4","","","","1"
"2021-10","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","44.2","","","","1"
"2022-01","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","43.2","","","","1"
"2022-04","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","53.4","","","","1"
"2022-07","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","56.1","","","","1"
"2022-10","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","54.2","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411443","5.2.1.4","198","E","","","0"
"2021-10","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411443","5.2.1.4","181","","","","0"
"2022-01","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411443","5.2.1.4","174","E","","","0"
"2022-04","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411443","5.2.1.4","219","","","","0"
"2022-07","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411443","5.2.1.4","233","","","","0"
"2022-10","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411443","5.2.1.4","229","","","","0"
"2021-07","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","30.7","","","","1"
"2021-10","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","39.0","","","","1"
"2022-01","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","39.7","","","","1"
"2022-04","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","31.3","","","","1"
"2022-07","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","32.0","","","","1"
"2022-10","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","29.7","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411449","5.2.2.4","123","E","","","0"
"2021-10","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411449","5.2.2.4","160","E","","","0"
"2022-01","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411449","5.2.2.4","160","E","","","0"
"2022-04","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411449","5.2.2.4","129","E","","","0"
"2022-07","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411449","5.2.2.4","133","E","","","0"
"2022-10","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411449","5.2.2.4","126","E","","","0"
"2021-07","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","19.9","","","","1"
"2021-10","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","16.9","","","","1"
"2022-01","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","17.2","","","","1"
"2022-04","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","15.3","","","","1"
"2022-07","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","11.8","","","","1"
"2022-10","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","16.0","","","","1"
"2021-07","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411455","5.2.3.4","","F","","","0"
"2021-10","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411455","5.2.3.4","","F","","","0"
"2022-01","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411455","5.2.3.4","","F","","","0"
"2022-04","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411455","5.2.3.4","","F","","","0"
"2022-07","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411455","5.2.3.4","","F","","","0"
"2022-10","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411455","5.2.3.4","","F","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","50.6","","","","1"
"2021-10","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","48.4","","","","1"
"2022-01","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","47.0","","","","1"
"2022-04","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","53.7","","","","1"
"2022-07","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","44.6","","","","1"
"2022-10","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","48.5","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411461","5.3.1.4","215","","","","0"
"2021-10","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411461","5.3.1.4","204","","","","0"
"2022-01","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411461","5.3.1.4","204","","","","0"
"2022-04","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411461","5.3.1.4","233","","","","0"
"2022-07","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411461","5.3.1.4","194","","","","0"
"2022-10","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411461","5.3.1.4","210","","","","0"
"2021-07","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","32.1","","","","1"
"2021-10","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","40.7","","","","1"
"2022-01","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","37.5","","","","1"
"2022-04","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","33.0","","","","1"
"2022-07","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","39.3","","","","1"
"2022-10","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","41.5","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411467","5.3.2.4","136","E","","","0"
"2021-10","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411467","5.3.2.4","172","","","","0"
"2022-01","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411467","5.3.2.4","163","","","","0"
"2022-04","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411467","5.3.2.4","143","E","","","0"
"2022-07","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411467","5.3.2.4","171","E","","","0"
"2022-10","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411467","5.3.2.4","180","","","","0"
"2021-07","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","17.3","","","","1"
"2021-10","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","11.0","","","","1"
"2022-01","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","15.5","","","","1"
"2022-04","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","13.3","","","","1"
"2022-07","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","16.1","","","","1"
"2022-10","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","10.0","","","","1"
"2021-07","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411473","5.3.3.4","","F","","","0"
"2021-10","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411473","5.3.3.4","","F","","","0"
"2022-01","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411473","5.3.3.4","","F","","","0"
"2022-04","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411473","5.3.3.4","","F","","","0"
"2022-07","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411473","5.3.3.4","","F","","","0"
"2022-10","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411473","5.3.3.4","","F","","","0"
"2021-07","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","53.4","","","","1"
"2021-10","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","49.5","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","54.6","","","","1"
"2022-04","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","53.9","","","","1"
"2022-07","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","58.6","","","","1"
"2022-10","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","51.3","","","","1"
"2021-07","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411497","6.2.1.4","171","","","","0"
"2021-10","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411497","6.2.1.4","160","","","","0"
"2022-01","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411497","6.2.1.4","178","","","","0"
"2022-04","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411497","6.2.1.4","179","","","","0"
"2022-07","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411497","6.2.1.4","195","","","","0"
"2022-10","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411497","6.2.1.4","171","","","","0"
"2021-07","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","26.0","","","","1"
"2021-10","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","36.5","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","34.3","","","","1"
"2022-04","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","30.1","","","","1"
"2022-07","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","32.5","","","","1"
"2022-10","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","30.6","","","","1"
"2021-07","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411503","6.2.2.4","83","E","","","0"
