"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110792359","2.3.3.13.1","","x","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","High blood pressure","Percent","Percent","239","units","0","v110792362","2.3.3.13.4","","F","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","High blood pressure","Percent","Percent","239","units","0","v110792362","2.3.3.13.4","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110792366","2.3.3.14.1","9800","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110792366","2.3.3.14.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Mood disorder","Percent","Percent","239","units","0","v110792369","2.3.3.14.4","21.2","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Mood disorder","Percent","Percent","239","units","0","v110792369","2.3.3.14.4","26.9","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574191808","2.3.3.30.1","18400","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Anxiety disorder","Percent","Percent","239","units","0","v1574191811","2.3.3.30.4","40.2","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792373","2.3.3.15.1","7000","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792373","2.3.3.15.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110792376","2.3.3.15.4","15.2","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110792376","2.3.3.15.4","17.0","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110792380","2.3.3.16.1","2700","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110792380","2.3.3.16.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110792383","2.3.3.16.4","6.0","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110792383","2.3.3.16.4","11.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949761","2.3.3.28.1","16500","","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949761","2.3.3.28.1","20900","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390949764","2.3.3.28.4","36.7","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390949764","2.3.3.28.4","45.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949769","2.3.3.29.1","4300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949769","2.3.3.29.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390949772","2.3.3.29.4","9.5","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390949772","2.3.3.29.4","9.5","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574191816","2.3.3.31.1","18800","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Ever used e-cigarette or vaping device","Percent","Percent","239","units","0","v1574191819","2.3.3.31.4","40.5","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574191824","2.3.3.32.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Used e-cigarette or vaping device, past 30 days","Percent","Percent","239","units","0","v1574191827","2.3.3.32.4","18.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110792387","2.3.3.17.1","11800","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110792387","2.3.3.17.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Heavy drinking","Percent","Percent","239","units","0","v110792390","2.3.3.17.4","25.7","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Heavy drinking","Percent","Percent","239","units","0","v110792390","2.3.3.17.4","29.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792394","2.3.3.18.1","23900","","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792394","2.3.3.18.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110792397","2.3.3.18.4","53.1","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110792397","2.3.3.18.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110792408","2.3.3.20.1","8000","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110792408","2.3.3.20.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Breast milk feeding initiation","Percent","Percent","239","units","0","v110792411","2.3.3.20.4","85.4","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Breast milk feeding initiation","Percent","Percent","239","units","0","v110792411","2.3.3.20.4","","F","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110792415","2.3.3.21.1","3800","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110792415","2.3.3.21.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Percent","Percent","239","units","0","v110792418","2.3.3.21.4","43.7","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Exclusive breastfeeding, at least 6 months","Percent","Percent","239","units","0","v110792418","2.3.3.21.4","","F","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792422","2.3.3.22.1","4600","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792422","2.3.3.22.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110792425","2.3.3.22.4","10.4","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110792425","2.3.3.22.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792429","2.3.3.23.1","33300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792429","2.3.3.23.1","31300","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110792432","2.3.3.23.4","74.5","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110792432","2.3.3.23.4","67.8","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792436","2.3.3.24.1","42300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792436","2.3.3.24.1","42000","","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110792439","2.3.3.24.4","94.3","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110792439","2.3.3.24.4","90.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792443","2.3.3.25.1","36900","","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792443","2.3.3.25.1","37100","","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Has a regular healthcare provider","Percent","Percent","239","units","0","v110792446","2.3.3.25.4","80.1","","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Has a regular healthcare provider","Percent","Percent","239","units","0","v110792446","2.3.3.25.4","80.4","","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792450","2.3.3.26.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792450","2.3.3.26.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110792453","2.3.3.26.4","","..","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110792453","2.3.3.26.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340819","2.3.3.27.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340819","2.3.3.27.1","18500","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123340822","2.3.3.27.4","","..","","","1"
"2022","Newfoundland and Labrador","2016A000210","18 to 34 years","Females","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123340822","2.3.3.27.4","40.0","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110792639","2.4.2.1.1","29100","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110792639","2.4.2.1.1","22300","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110792642","2.4.2.1.4","64.4","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110792642","2.4.2.1.4","52.0","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110792646","2.4.2.2.1","6600","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110792646","2.4.2.2.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110792649","2.4.2.2.4","14.7","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110792649","2.4.2.2.4","12.7","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110792653","2.4.2.3.1","29700","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110792653","2.4.2.3.1","24400","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110792656","2.4.2.3.4","66.9","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110792656","2.4.2.3.4","57.7","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110792660","2.4.2.4.1","3000","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110792660","2.4.2.4.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110792663","2.4.2.4.4","6.7","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v110792663","2.4.2.4.4","15.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110792667","2.4.2.5.1","5300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110792667","2.4.2.5.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110792670","2.4.2.5.4","11.8","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Percent","Percent","239","units","0","v110792670","2.4.2.5.4","26.4","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110792674","2.4.2.6.1","18400","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110792674","2.4.2.6.1","19800","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110792677","2.4.2.6.4","41.4","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Percent","Percent","239","units","0","v110792677","2.4.2.6.4","46.9","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110792681","2.4.2.7.1","19500","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110792681","2.4.2.7.1","18000","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110792684","2.4.2.7.4","43.9","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Percent","Percent","239","units","0","v110792684","2.4.2.7.4","42.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110792695","2.4.2.9.1","8200","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110792695","2.4.2.9.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110792698","2.4.2.9.4","18.2","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Arthritis (15 years and over)","Percent","Percent","239","units","0","v110792698","2.4.2.9.4","17.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Diabetes","Number of persons","Number","223","units","0","v110792702","2.4.2.10.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Diabetes","Number of persons","Number","223","units","0","v110792702","2.4.2.10.1","","x","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Diabetes","Percent","Percent","239","units","0","v110792705","2.4.2.10.4","","F","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Diabetes","Percent","Percent","239","units","0","v110792705","2.4.2.10.4","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Asthma","Number of persons","Number","223","units","0","v110792709","2.4.2.11.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Asthma","Number of persons","Number","223","units","0","v110792709","2.4.2.11.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Asthma","Percent","Percent","239","units","0","v110792712","2.4.2.11.4","","..","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Asthma","Percent","Percent","239","units","0","v110792712","2.4.2.11.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792716","2.4.2.12.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792716","2.4.2.12.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110792719","2.4.2.12.4","","..","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Percent","Percent","239","units","0","v110792719","2.4.2.12.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110792723","2.4.2.13.1","6000","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110792723","2.4.2.13.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","High blood pressure","Percent","Percent","239","units","0","v110792726","2.4.2.13.4","13.2","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","High blood pressure","Percent","Percent","239","units","0","v110792726","2.4.2.13.4","13.9","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110792730","2.4.2.14.1","2300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110792730","2.4.2.14.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Mood disorder","Percent","Percent","239","units","0","v110792733","2.4.2.14.4","5.1","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Mood disorder","Percent","Percent","239","units","0","v110792733","2.4.2.14.4","11.1","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Anxiety disorder","Number of persons","Number","223","units","0","v1574191956","2.4.2.30.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Anxiety disorder","Percent","Percent","239","units","0","v1574191959","2.4.2.30.4","16.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792737","2.4.2.15.1","8500","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792737","2.4.2.15.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110792740","2.4.2.15.4","18.9","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110792740","2.4.2.15.4","14.5","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110792744","2.4.2.16.1","7200","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110792744","2.4.2.16.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110792747","2.4.2.16.4","15.9","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110792747","2.4.2.16.4","10.2","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949793","2.4.2.28.1","14000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949793","2.4.2.28.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390949796","2.4.2.28.4","31.6","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis use, past 12 months","Percent","Percent","239","units","0","v1390949796","2.4.2.28.4","36.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949801","2.4.2.29.1","2900","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949801","2.4.2.29.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390949804","2.4.2.29.4","6.5","E","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Percent","Percent","239","units","0","v1390949804","2.4.2.29.4","14.9","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574191964","2.4.2.31.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Ever used e-cigarette or vaping device","Percent","Percent","239","units","0","v1574191967","2.4.2.31.4","26.1","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574191972","2.4.2.32.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Used e-cigarette or vaping device, past 30 days","Percent","Percent","239","units","0","v1574191975","2.4.2.32.4","7.4","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110792751","2.4.2.17.1","15300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110792751","2.4.2.17.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Heavy drinking","Percent","Percent","239","units","0","v110792754","2.4.2.17.4","33.8","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Heavy drinking","Percent","Percent","239","units","0","v110792754","2.4.2.17.4","35.7","","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792758","2.4.2.18.1","30800","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792758","2.4.2.18.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110792761","2.4.2.18.4","69.0","","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Percent","Percent","239","units","0","v110792761","2.4.2.18.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792786","2.4.2.22.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792786","2.4.2.22.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110792789","2.4.2.22.4","","F","","","1"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110792789","2.4.2.22.4","","..","","","1"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792793","2.4.2.23.1","36600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792793","2.4.2.23.1","30000","E","","","0"
