"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110792695","2.4.2.9.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Diabetes","Number of persons","Number","223","units","0","v110792702","2.4.2.10.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Diabetes","Number of persons","Number","223","units","0","v110792702","2.4.2.10.1","","x","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Asthma","Number of persons","Number","223","units","0","v110792709","2.4.2.11.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Asthma","Number of persons","Number","223","units","0","v110792709","2.4.2.11.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792716","2.4.2.12.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792716","2.4.2.12.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110792723","2.4.2.13.1","6000","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110792723","2.4.2.13.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110792730","2.4.2.14.1","2300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110792730","2.4.2.14.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Anxiety disorder","Number of persons","Number","223","units","0","v1574191956","2.4.2.30.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792737","2.4.2.15.1","8500","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792737","2.4.2.15.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110792744","2.4.2.16.1","7200","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110792744","2.4.2.16.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949793","2.4.2.28.1","14000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949793","2.4.2.28.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949801","2.4.2.29.1","2900","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949801","2.4.2.29.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574191964","2.4.2.31.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574191972","2.4.2.32.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110792751","2.4.2.17.1","15300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110792751","2.4.2.17.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792758","2.4.2.18.1","30800","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792758","2.4.2.18.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792786","2.4.2.22.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792786","2.4.2.22.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792793","2.4.2.23.1","36600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792793","2.4.2.23.1","30000","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792800","2.4.2.24.1","40600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792800","2.4.2.24.1","35700","","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792807","2.4.2.25.1","38600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792807","2.4.2.25.1","32500","","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792814","2.4.2.26.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792814","2.4.2.26.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340835","2.4.2.27.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340835","2.4.2.27.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110792821","2.4.3.1.1","29000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110792821","2.4.3.1.1","25100","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110792828","2.4.3.2.1","7100","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110792828","2.4.3.2.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110792835","2.4.3.3.1","26300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110792835","2.4.3.3.1","22200","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110792842","2.4.3.4.1","9400","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110792842","2.4.3.4.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110792849","2.4.3.5.1","12500","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110792849","2.4.3.5.1","12000","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110792856","2.4.3.6.1","9500","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110792856","2.4.3.6.1","15800","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110792863","2.4.3.7.1","24600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110792863","2.4.3.7.1","22100","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110792877","2.4.3.9.1","11800","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110792877","2.4.3.9.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110792884","2.4.3.10.1","2400","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110792884","2.4.3.10.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110792891","2.4.3.11.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110792891","2.4.3.11.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792898","2.4.3.12.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110792898","2.4.3.12.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110792905","2.4.3.13.1","6100","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110792905","2.4.3.13.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110792912","2.4.3.14.1","8500","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110792912","2.4.3.14.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574192023","2.4.3.30.1","12700","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792919","2.4.3.15.1","7900","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110792919","2.4.3.15.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110792926","2.4.3.16.1","7500","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110792926","2.4.3.16.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949809","2.4.3.28.1","14800","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949809","2.4.3.28.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949817","2.4.3.29.1","3200","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949817","2.4.3.29.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574192031","2.4.3.31.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574192039","2.4.3.32.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110792933","2.4.3.17.1","10000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110792933","2.4.3.17.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792940","2.4.3.18.1","29300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110792940","2.4.3.18.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110792954","2.4.3.20.1","5300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110792954","2.4.3.20.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110792961","2.4.3.21.1","2500","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110792961","2.4.3.21.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792968","2.4.3.22.1","8600","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110792968","2.4.3.22.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792975","2.4.3.23.1","36200","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110792975","2.4.3.23.1","33000","","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792982","2.4.3.24.1","44600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110792982","2.4.3.24.1","42200","","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792989","2.4.3.25.1","44100","","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110792989","2.4.3.25.1","40600","","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792996","2.4.3.26.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110792996","2.4.3.26.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340843","2.4.3.27.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","35 to 49 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340843","2.4.3.27.1","19600","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110793185","2.5.2.1.1","37700","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110793185","2.5.2.1.1","27000","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110793192","2.5.2.2.1","11300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110793192","2.5.2.2.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110793199","2.5.2.3.1","40300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110793199","2.5.2.3.1","36200","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110793206","2.5.2.4.1","4200","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110793206","2.5.2.4.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110793213","2.5.2.5.1","10400","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110793213","2.5.2.5.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110793220","2.5.2.6.1","20400","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110793220","2.5.2.6.1","21600","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110793227","2.5.2.7.1","32000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110793227","2.5.2.7.1","28200","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110793241","2.5.2.9.1","24100","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110793241","2.5.2.9.1","19800","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Diabetes","Number of persons","Number","223","units","0","v110793248","2.5.2.10.1","10900","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Diabetes","Number of persons","Number","223","units","0","v110793248","2.5.2.10.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Asthma","Number of persons","Number","223","units","0","v110793255","2.5.2.11.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Asthma","Number of persons","Number","223","units","0","v110793255","2.5.2.11.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110793262","2.5.2.12.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110793262","2.5.2.12.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110793269","2.5.2.13.1","23800","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","High blood pressure","Number of persons","Number","223","units","0","v110793269","2.5.2.13.1","22300","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110793276","2.5.2.14.1","3300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Mood disorder","Number of persons","Number","223","units","0","v110793276","2.5.2.14.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Anxiety disorder","Number of persons","Number","223","units","0","v1574192171","2.5.2.30.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110793283","2.5.2.15.1","8900","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110793283","2.5.2.15.1","13600","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110793290","2.5.2.16.1","8000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110793290","2.5.2.16.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949841","2.5.2.28.1","9300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949841","2.5.2.28.1","12200","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949849","2.5.2.29.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949849","2.5.2.29.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574192179","2.5.2.31.1","","F","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574192187","2.5.2.32.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110793297","2.5.2.17.1","22000","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Heavy drinking","Number of persons","Number","223","units","0","v110793297","2.5.2.17.1","25300","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110793304","2.5.2.18.1","32100","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110793304","2.5.2.18.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110793332","2.5.2.22.1","5300","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110793332","2.5.2.22.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110793339","2.5.2.23.1","47300","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110793339","2.5.2.23.1","45000","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110793346","2.5.2.24.1","55400","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110793346","2.5.2.24.1","49200","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110793353","2.5.2.25.1","50900","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110793353","2.5.2.25.1","50100","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110793360","2.5.2.26.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110793360","2.5.2.26.1","","..","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340859","2.5.2.27.1","","..","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Males","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340859","2.5.2.27.1","26800","E","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110793367","2.5.3.1.1","37600","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110793367","2.5.3.1.1","31300","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110793374","2.5.3.2.1","9700","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110793374","2.5.3.2.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110793381","2.5.3.3.1","40900","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110793381","2.5.3.3.1","38300","","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110793388","2.5.3.4.1","5400","E","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110793388","2.5.3.4.1","","F","","","0"
"2021","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110793395","2.5.3.5.1","9700","","","","0"
"2022","Newfoundland and Labrador","2016A000210","50 to 64 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110793395","2.5.3.5.1","12000","E","","","0"
